[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 7, 9, 11, 12, 14, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 7, 9, 12, 11, 14, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 7, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 3, 6, 8, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 7, 8, 10, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 7, 8, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 7, 8, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 7, 10, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 7, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 10, 7, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 10, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 10, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 5, 8, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 7, 10, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 7, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 10, 7, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 10, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 10, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 5, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 5, 7, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 5, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 5, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 3, 8, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 7, 10, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 7, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 10, 7, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 10, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 10, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 5, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 5, 7, 9, 12, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 5, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 5, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 3, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 10, 3, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 10, 3, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 10, 3, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 10, 12, 3, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 10, 12, 3, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 1, 4, 6, 8, 10, 12, 14, 3, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 7, 8, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 7, 8, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 7, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 10, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 10, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 5, 8, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 7, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 10, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 10, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 5, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 5, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 5, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 3, 8, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 7, 10, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 10, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 10, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 5, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 5, 7, 12, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 5, 12, 7, 9, 14, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 3, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 10, 3, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 10, 3, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 10, 3, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 10, 12, 3, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 10, 12, 3, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 1, 6, 8, 10, 12, 14, 3, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 5, 7, 8, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 5, 8, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 5, 8, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 5, 8, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 5, 8, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 5, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 5, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 5, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 5, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 3, 8, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 5, 7, 10, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 5, 10, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 5, 10, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 5, 10, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 10, 5, 7, 12, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 10, 5, 12, 7, 14, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 10, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 10, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 3, 10, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 10, 3, 5, 12, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 10, 3, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 10, 3, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 10, 12, 3, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 10, 12, 3, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 1, 8, 10, 12, 14, 3, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 1, 10, 3, 12, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 1, 10, 3, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 1, 10, 12, 3, 5, 14, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 1, 10, 12, 3, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 1, 10, 12, 14, 3, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 10, 1, 3, 12, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 10, 1, 12, 3, 14, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 10, 1, 12, 14, 3, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 10, 12, 1, 14, 3, 5, 7, 9, 11, 13, 15]
[0, 2, 4, 6, 8, 10, 12, 14, 1, 3, 5, 7, 9, 11, 13, 15]
